CUST_TYPE,C_FIRST_NM,C_MDL_NM,C_LAST_NM,C_GENDER,C_BIRTHDT,C_AGE,C_MARITAL,C_INCOME,C_SRC_CHNL,C_PREF_CHNL,C_CUST_STATUS,C_CUST_LFCYCL,C_EMP_STATUS,C_CRD_RTNG,C_ORG,C_OWN,C_ANN_REV,C_CITY,C_POSTAL,C_STATE,C_COUNTRY,CUST_CODE,C_INCOMEGRP
NRI,Premier,Glass,Traders,Male,07-Jun-72,33,Single,485177.2264,Direct Mailer,Web,Inactive,Acquired,Employed,4,Indo Count Industries Limited,,1433731.376,Baroda,213050,Gujarat,India,5619,"4,00,000PA to 5,00,000PA"
Corporate,Manohar,Durgadas,Goil,Female,30-Oct-77,28,Married,124847.1949,Direct Mailer,Web,Active,Mature,Unemployed,5,Andhra Bank,,1303480.548,Mysore,110009,Karnataka,India,5620,"1,00,000PA to 2,00,000PA"
Individual,Sunirmal,,Adak,Male,10-Feb-75,30,Single,453202.202,Direct Mailer,Web,Dormant,Prospect,Employed,9,Natura Hue Chem Limited,,1187090.669,Bangalore,110007,Karnataka,India,5621,"4,00,000PA to 5,00,000PA"
NRI,Tarulata,,Parikh,Male,06-Feb-67,38,Single,329530.6812,SMS,Telephone,Inactive,Acquired,Employed,1,Induj Enertech Limited,,1124676.47,Surat,210012,Gujarat,India,5622,"3,00,000PA to 4,00,000PA"
Individual,Ashokkumar,Chunilal,Pate,Male,10-Jun-77,28,Single,378319.8896,Direct Mailer,Web,Active,Mature,Employed,4,J K Udaipur Udyog Limited,,1387560.985,Ahmedabad,215008,Gujarat,India,5623,"3,00,000PA to 4,00,000PA"
Corporate,Indravardhan,Chunilal,Pa,Male,09-Jun-66,39,Married,499839.7889,Direct Mailer,Web,Active,Attrition,Unemployed,8,Intensive Air Systems Limited,,1290865.789,Mangalore,130040,Karnataka,India,5624,"4,00,000PA to 5,00,000PA"
NRI,Ratan,Devilal,Khandelwal,Female,20-Oct-69,36,Single,379882.6595,Direct Mailer,Web,Inactive,Acquired,Self Employed,5,·Bata India,Public,1411935.185,Pune,200097,Maharashtra,India,5625,"3,00,000PA to 4,00,000PA"
Corporate,Chandrani,,Mukherjee,Male,25-Dec-73,32,Single,301309.2618,Direct Mailer,Web,Active,Mature,Employed,9,Sunitee Chemicals Limited,,1040608.151,Ahmedabad,215001,Gujarat,India,5626,"3,00,000PA to 4,00,000PA"
Individual,Gool,,Dadyburjor,Male,15-Dec-72,33,Single,227630.5145,Direct Mailer,Web,Active,Mature,Employed,6,Mohan Fibre Products Limited,,1069272.246,Mumbai,400052,Maharashtra,India,5627,"2,00,000PA to 3,00,000PA"
NRI,Nitin,,Patil,Male,31-May-79,26,Married,188539.2966,SMS,Telephone,Dormant,Prospect,Unemployed,1,Norris Medicines Limited,,1331545.934,Pune,200098,Maharashtra,India,5628,"1,00,000PA to 2,00,000PA"
Individual,Ruhi,,Sherwani,Male,12-Nov-79,26,Single,395803.1851,Direct Mailer,Web,Active,Mature,Employed,8,Sheena Textiles Limited,,1347758.384,Pune,200009,Maharashtra,India,5629,"3,00,000PA to 4,00,000PA"
Corporate,Sanjay,,Sharma,Female,02-Nov-65,40,Single,252395.9317,Direct Mailer,Web,Active,Mature,Employed,8,·Bervin Investment and Leasing,,1393864.334,Mysore,110009,Karnataka,India,5630,"2,00,000PA to 3,00,000PA"
NRI,Tapash,,Chakarvarty,Male,20-Nov-71,34,Single,481094.5973,Direct Mailer,Web,Inactive,Acquired,Employed,6,Stovec Industries Limited,,1090535.969,Baroda,213050,Gujarat,India,5631,"4,00,000PA to 5,00,000PA"
Corporate,Dipes,C,Maitra,Male,29-Nov-68,37,Married,337410.5941,Direct Mailer,Web,Active,Attrition,Unemployed,4,Oxemberg Apparels Limited,,1420315.067,Mumbai,400007,Maharashtra,India,5632,"3,00,000PA to 4,00,000PA"
Individual,Sanjukta,,Banerjee,Male,12-Mar-66,39,Single,425447.9117,Direct Mailer,Web,Active,Mature,Employed,5,GIC Suraksha 96 Cumulative,,1343800.718,Ahmedabad,215008,Gujarat,India,5633,"4,00,000PA to 5,00,000PA"
NRI,Siddhartha,,Banerjee,Male,28-Dec-72,33,Single,224668.4874,SMS,Telephone,Inactive,Acquired,Self Employed,2,·Clarity Financial Services Ltd,Private,1466120.436,Mumbai,400001,Maharashtra,India,5634,"2,00,000PA to 3,00,000PA"
Individual,Virkar,Arvind,B,Female,11-Feb-71,34,Single,490337.7298,Direct Mailer,Web,Dormant,Prospect,Employed,4,Lalphul Investments Limited,,1370883.134,Mangalore,130009,Karnataka,India,5635,"4,00,000PA to 5,00,000PA"
Corporate,Mandar,,Bedekar,Male,05-Aug-80,25,Married,427992.1798,Direct Mailer,Web,Active,Mature,Unemployed,7,·Bishnauth Tea Company,,1185940.152,Baroda,213013,Gujarat,India,5636,"4,00,000PA to 5,00,000PA"
NRI,Nanak,Deo,Udasi,Male,10-Oct-77,28,Single,304635.5209,Direct Mailer,Web,Inactive,Acquired,Employed,5,Ideal Optics Limited,,1007498.152,Baroda,213050,Gujarat,India,5637,"3,00,000PA to 4,00,000PA"
Corporate,Sanjay,Omprakash,Kasturi,Male,16-Oct-72,33,Single,392605.6789,Direct Mailer,Web,Active,Mature,Employed,5,A D F Foods Limited,,1243606.12,Ahmedabad,215001,Gujarat,India,5638,"3,00,000PA to 4,00,000PA"
Individual,Asha,Prakash,Sonalkar,Male,08-May-80,25,Single,476171.2078,Direct Mailer,Web,Active,Mature,Employed,6,Rayban Sun Optics India Limited,,1197958.538,Ahmedabad,215008,Gujarat,India,5639,"4,00,000PA to 5,00,000PA"
NRI,Jennifer,,Correa,Female,29-Oct-78,27,Married,278878.8977,Email,SMS,Inactive,Attrition,Unemployed,5,Standard Medical & Pharmaceuticals Limited,,1321982.105,Pune,200097,Maharashtra,India,5640,"2,00,000PA to 3,00,000PA"
Individual,Vilas,Vithal,Kamble,Male,05-Dec-76,29,Single,195882.1949,Direct Mailer,Web,Active,Mature,Employed,3,Phoenix International Limited,,1078322.509,Ahmedabad,215008,Gujarat,India,5641,"1,00,000PA to 2,00,000PA"
Corporate,Jhoomer,,Kulshrestha,Male,16-Dec-77,28,Single,458535.2966,Direct Mailer,Web,Dormant,Prospect,Employed,9,Zensar Technologies Limited,,1040321.854,Pune,200098,Maharashtra,India,5642,"4,00,000PA to 5,00,000PA"
NRI,Khorshed,Faramroze,Dumas,Male,29-Oct-72,33,Single,167674.2962,Direct Mailer,Web,Inactive,Acquired,Self Employed,7,Merck Limited,Public,1215553.908,Bangalore,110007,Karnataka,India,5643,"1,00,000PA to 2,00,000PA"
Corporate,Harish,Chandrashekhar,Ai,Male,06-Aug-67,38,Married,407038.2474,Direct Mailer,Web,Active,Mature,Unemployed,5,Arvind Mills Limited,,1017423.805,Mumbai,400052,Maharashtra,India,5644,"4,00,000PA to 5,00,000PA"
Individual,Usha,Anil,Pai,Female,09-Jan-79,26,Single,164285.9634,Direct Mailer,Web,Active,Mature,Employed,3,Maharaja Shree Umaid Mills Limited,,1353672.132,Surat,210030,Gujarat,India,5645,"1,00,000PA to 2,00,000PA"
NRI,Rathika,,Srinivasan,Male,09-Jul-77,28,Single,361580.6609,SMS,Telephone,Inactive,Acquired,Employed,6,Nuway Organic Naturals (India) Limited.,,1494326.944,Surat,210012,Gujarat,India,5646,"3,00,000PA to 4,00,000PA"
Individual,Sangita,,Kapoor,Male,07-Dec-66,39,Single,310680.3275,Direct Mailer,Web,Active,Mature,Employed,7,Krishna Synthetics Limited,,1261587.279,Ahmedabad,215008,Gujarat,India,5647,"3,00,000PA to 4,00,000PA"
Corporate,Nalini,Dharamdas,Sanghvi,Male,23-Sep-73,32,Married,298854.6259,Direct Mailer,Web,Active,Attrition,Unemployed,2,Rusoday & Company Limited,,1314706.687,Mumbai,400007,Maharashtra,India,5648,"2,00,000PA to 3,00,000PA"
NRI,Mayank,P,Jain,Male,12-Mar-67,38,Single,408968.0852,Direct Mailer,Web,Dormant,Prospect,Employed,1,Indbank Merchant Banking Services Limited,,1054152.17,Mangalore,130009,Karnataka,India,5649,"4,00,000PA to 5,00,000PA"
Corporate,Usha,Laxmi,Dixit,Female,02-May-75,30,Single,454579.2503,Direct Mailer,Web,Active,Mature,Employed,8,Panacea Biotec Limited,,1222342.102,Mysore,110009,Karnataka,India,5650,"4,00,000PA to 5,00,000PA"
Individual,Jayesh,Bhogilal,Deliwala,Male,04-Apr-72,33,Single,369427.737,Direct Mailer,Web,Active,Mature,Employed,3,Southern Shelters Limited,,1195558.906,Ahmedabad,215008,Gujarat,India,5651,"3,00,000PA to 4,00,000PA"
NRI,Rachana,Viren,Shah,Male,08-Aug-78,27,Married,263249.7483,SMS,Telephone,Inactive,Acquired,Self Employed,8,·Bihar Caustic and Chemicals,Private,1222595.884,Mumbai,400001,Maharashtra,India,5652,"2,00,000PA to 3,00,000PA"
Individual,Mohan,Narayan,Iyer,Male,21-Aug-74,31,Single,459774.9842,Direct Mailer,Web,Active,Mature,Employed,8,Overseas Sanmar Financial Limited,,1188476.471,Ahmedabad,215008,Gujarat,India,5653,"4,00,000PA to 5,00,000PA"
Corporate,Farah,,Ahmed,Male,25-Jan-65,40,Single,348725.2365,Direct Mailer,Web,Active,Mature,Employed,5,Hitachi Home and Life Solutions (India) Limited,,1493969.209,Bangalore,110007,Karnataka,India,5654,"3,00,000PA to 4,00,000PA"
NRI,Benu,,Sharma,Female,20-Oct-74,31,Single,322625.3404,Direct Mailer,Web,Inactive,Acquired,Employed,1,Natura Hue Chem Limited,,1013193.382,Pune,200097,Maharashtra,India,5655,"3,00,000PA to 4,00,000PA"
Corporate,Rosalina,Agnes,Vaz,Male,29-Mar-77,28,Married,350410.9226,Direct Mailer,Web,Dormant,Attrition,Unemployed,6,Medicamen Biotech Limited,,1392770.368,Pune,200098,Maharashtra,India,5656,"3,00,000PA to 4,00,000PA"
Individual,Lynette,Nelly,Dsouza,Male,27-Jul-65,40,Single,118010.076,Direct Mailer,Web,Active,Mature,Employed,6,Rane Brake Linings Limited,,1116022.705,Ahmedabad,215008,Gujarat,India,5657,"1,00,000PA to 2,00,000PA"
NRI,Prem,Dayaram,Kundnani,Male,01-Aug-73,32,Single,403577.5318,SMS,Telephone,Inactive,Acquired,Employed,7,Rajendra Mechanical Industries Limited,,1351369.539,Surat,210012,Gujarat,India,5658,"4,00,000PA to 5,00,000PA"
Individual,Alok,Kumar,Tewari,Male,15-Jul-69,36,Single,189005.1779,Direct Mailer,Web,Active,Mature,Employed,6,·Wyeth,,1077744.769,Ahmedabad,215008,Gujarat,India,5659,"1,00,000PA to 2,00,000PA"
Corporate,Mrunal,Sanjay,Samant,Female,09-Oct-79,26,Married,341943.2433,Direct Mailer,Web,Active,Mature,Unemployed,6,Pix Transmissions Limited,,1241995.893,Mysore,110009,Karnataka,India,5660,"3,00,000PA to 4,00,000PA"
NRI,Suchitra,Shirish,Kerkar,Male,11-Sep-73,32,Single,437956.3192,Direct Mailer,Web,Inactive,Acquired,Self Employed,1,Odyssey Corporation Limited,Public,1427064.632,Mumbai,400052,Maharashtra,India,5661,"4,00,000PA to 5,00,000PA"
Corporate,T,R,Venkatadri,Male,25-Feb-80,25,Single,464186.1431,Direct Mailer,Web,Active,Mature,Employed,4,Himadri Chemicals & Industries Limited,,1480088.956,Ahmedabad,215001,Gujarat,India,5662,"4,00,000PA to 5,00,000PA"
Individual,Sanjay,Ramesh,Doshi,Male,10-Oct-77,28,Single,322707.1765,Direct Mailer,Web,Dormant,Prospect,Employed,4,Midas Pharmasec Limited,,1306756.14,Mangalore,130009,Karnataka,India,5663,"3,00,000PA to 4,00,000PA"
NRI,Jasmin,Cyrus,Davierwalla,Male,01-Jul-78,27,Married,368371.5656,SMS,Telephone,Inactive,Attrition,Unemployed,2,·Bervin Investment and Leasing,,1150924.868,Mumbai,400007,Maharashtra,India,5664,"3,00,000PA to 4,00,000PA"
Individual,Manoj,Kumar,Mathur,Female,19-May-78,27,Single,261040.5478,Direct Mailer,Web,Active,Mature,Employed,5,Gyan Developers & Builders Limited,,1487121.101,Bangalore,110007,Karnataka,India,5665,"2,00,000PA to 3,00,000PA"
Corporate,Ramchandra,Marutrao,Hagi,Male,27-May-68,37,Single,166848.5638,Direct Mailer,Web,Active,Mature,Employed,8,Jaipur Polyspin Limited,,1104184.902,Ahmedabad,215001,Gujarat,India,5666,"1,00,000PA to 2,00,000PA"
NRI,Narendra,Pannalal,Agarwa,Male,02-Jul-68,37,Single,121981.4778,Direct Mailer,Web,Inactive,Acquired,Employed,8,Paschim Petrochem Limited,,1438184.548,Baroda,213050,Gujarat,India,5667,"1,00,000PA to 2,00,000PA"
Corporate,Mukesh,B,Agarwal,Male,13-Feb-77,28,Married,253541.5158,Direct Mailer,Web,Active,Mature,Unemployed,2,Mukesh Babu Financial Services Limited,,1318305.739,Pune,200009,Maharashtra,India,5668,"2,00,000PA to 3,00,000PA"
Individual,Devi,Ramesh,Kadali,Male,21-Jul-66,39,Single,390245.5018,Direct Mailer,Web,Active,Mature,Employed,8,Industrial Organics Limited,,1208636.449,Ahmedabad,215008,Gujarat,India,5669,"3,00,000PA to 4,00,000PA"
NRI,Kamlaben,Rathilal,Vora,Female,05-Sep-67,38,Single,492842.1024,Fax,Direct Mailer,Dormant,Prospect,Self Employed,6,Surat Electricity Company Limited,Private,1375692.472,Mumbai,400001,Maharashtra,India,5670,"4,00,000PA to 5,00,000PA"
Individual,Ajit,Shantaram,Pai,Male,04-Mar-65,40,Single,276782.2211,Direct Mailer,Web,Active,Mature,Employed,8,N I I T Limited,,1109273.122,Ahmedabad,215008,Gujarat,India,5671,"2,00,000PA to 3,00,000PA"
Corporate,Shweta,S,Sawant,Male,07-Jul-79,26,Married,450207.8039,Direct Mailer,Web,Active,Attrition,Unemployed,4,Alfa Transformers Limited,,1154984.631,Mangalore,130040,Karnataka,India,5672,"4,00,000PA to 5,00,000PA"
NRI,Sharmila,Subhash,Nagarka,Male,06-Mar-69,36,Single,373325.3631,Direct Mailer,Web,Inactive,Acquired,Employed,6,Triveni Engineering & Industries Limited,,1240863.38,Baroda,213050,Gujarat,India,5673,"3,00,000PA to 4,00,000PA"
Corporate,Lucille,Deepa,Fernandes,Male,28-Sep-67,38,Single,123351.6814,Direct Mailer,Web,Active,Mature,Employed,8,Sharpscan & Prints Limited,,1073559.498,Ahmedabad,215001,Gujarat,India,5674,"1,00,000PA to 2,00,000PA"
Individual,Emily,,Sequeira,Female,11-Oct-68,37,Single,365617.2709,Direct Mailer,Web,Active,Mature,Employed,1,S P B L Limited,,1131851.737,Surat,210030,Gujarat,India,5675,"3,00,000PA to 4,00,000PA"
NRI,Bharat,Parmanand,Patadia,Male,18-Mar-74,31,Married,335161.7479,SMS,Telephone,Inactive,Acquired,Unemployed,5,Suvarna Aqua Farm & Exports Limited,,1041303.266,Bangalore,110001,Karnataka,India,5676,"3,00,000PA to 4,00,000PA"
Individual,Yatin,Girdhardas,Negandh,Male,21-Aug-72,33,Single,315266.9517,Direct Mailer,Web,Dormant,Prospect,Employed,3,E L B Schiff (India) Limited,,1474176.368,Mangalore,130009,Karnataka,India,5677,"3,00,000PA to 4,00,000PA"
Corporate,Pravin,Peter,Lobo,Male,21-Oct-65,40,Single,196816.1379,Direct Mailer,Web,Active,Mature,Employed,9,Tata Iron & Steel Company Limited,,1418314.995,Mumbai,400052,Maharashtra,India,5678,"1,00,000PA to 2,00,000PA"
NRI,Sangeeta,,Kannaujia,Male,29-May-69,36,Single,419552.3478,Direct Mailer,Web,Inactive,Acquired,Self Employed,2,Gyan Developers & Builders Limited,Public,1297153.596,Mysore,130010,Karnataka,India,5679,"4,00,000PA to 5,00,000PA"
Corporate,Banerjee,,Company,Female,01-May-72,33,Married,482197.2359,Direct Mailer,Web,Active,Attrition,Unemployed,4,Majestic Industries Limited,,1039158.78,Mumbai,400007,Maharashtra,India,5680,"4,00,000PA to 5,00,000PA"
Individual,Ramesh,B,Das,Male,01-Nov-69,36,Single,110552.1718,Direct Mailer,Web,Active,Mature,Employed,6,·Cethar Industries,,1124062.148,Pune,200009,Maharashtra,India,5681,"1,00,000PA to 2,00,000PA"
NRI,Neeraj,Shirish,Nevatia,Male,23-May-72,33,Single,343096.2392,SMS,Telephone,Inactive,Acquired,Employed,2,Standard Medical & Pharmaceuticals Limited,,1373121.747,Surat,210012,Gujarat,India,5682,"3,00,000PA to 4,00,000PA"
Individual,Mahendra,M,Jain,Male,01-Mar-79,26,Single,359338.5677,Direct Mailer,Web,Active,Mature,Employed,7,Supriya Pharmaceuticals Limited,,1133932.578,Ahmedabad,215008,Gujarat,India,5683,"3,00,000PA to 4,00,000PA"
Corporate,Kumar,,Rajnish,Male,04-Dec-66,39,Married,127686.9271,Direct Mailer,Web,Dormant,Prospect,Unemployed,6,·Coromandel Pharmaceuticals Ltd,,1015882.513,Pune,200098,Maharashtra,India,5684,"1,00,000PA to 2,00,000PA"
NRI,Mahendra,,Rajput,Female,03-Aug-73,32,Single,497556.6488,Direct Mailer,Web,Inactive,Acquired,Employed,6,G H C L Limited,,1402796.467,Pune,200097,Maharashtra,India,5685,"4,00,000PA to 5,00,000PA"
Corporate,Paresh,,Shanbag,Male,30-May-70,35,Single,190269.6109,Direct Mailer,Web,Active,Mature,Employed,2,Deccan Gold Mines Limited,,1431749.853,Ahmedabad,215001,Gujarat,India,5686,"1,00,000PA to 2,00,000PA"
Individual,Shashi,,Julka,Male,13-Jun-66,39,Single,307939.5565,Direct Mailer,Web,Active,Mature,Employed,4,Kinetic Motor Company Limited,,1452317.557,Bangalore,110007,Karnataka,India,5687,"3,00,000PA to 4,00,000PA"
NRI,Geeta,,Mundra,Male,10-Feb-74,31,Married,455928.5987,SMS,Telephone,Inactive,Attrition,Self Employed,1,Shantivijay Jewels Limited,Private,1305578.93,Mumbai,400001,Maharashtra,India,5688,"4,00,000PA to 5,00,000PA"
Individual,Rita,,Achrekar,Male,09-Jul-76,29,Single,273866.4127,Direct Mailer,Web,Active,Mature,Employed,6,Galaxy Agrico Exports Limited,,1009175.545,Ahmedabad,215008,Gujarat,India,5689,"2,00,000PA to 3,00,000PA"
Corporate,Mahananda,,Faterpekar,Female,28-Jun-67,38,Single,226911.3573,Direct Mailer,Web,Active,Mature,Employed,8,Fore C Software Limited,,1048728.821,Mysore,110009,Karnataka,India,5690,"2,00,000PA to 3,00,000PA"
NRI,Nirmal,,Khoda,Male,06-Oct-71,34,Single,390897.5934,Direct Mailer,Web,Dormant,Prospect,Employed,2,Patels Airtemp (I) Limited,,1032688.043,Mangalore,130009,Karnataka,India,5691,"3,00,000PA to 4,00,000PA"
Corporate,Nabeel,,Siddiqui,Male,27-Nov-79,26,Married,337267.8629,Direct Mailer,Web,Active,Mature,Unemployed,6,Tanu Health Care Limited,,1257745.858,Baroda,213013,Gujarat,India,5692,"3,00,000PA to 4,00,000PA"
Individual,Arjun,Balram,Shahani,Male,13-Jun-68,37,Single,230276.5523,Direct Mailer,Web,Active,Mature,Employed,2,Allianz Capital & Management Services Limited,,1185687.046,Ahmedabad,215008,Gujarat,India,5693,"2,00,000PA to 3,00,000PA"
NRI,Vidya,,Mirchandani,Male,13-Feb-77,28,Single,416185.8607,SMS,Telephone,Inactive,Acquired,Employed,5,Hindustan Petroleum Corporation Limited,,1142324.937,Pune,200009,Maharashtra,India,5694,"4,00,000PA to 5,00,000PA"
Individual,Bhavana,,Merchant,Female,01-Jan-76,29,Single,422770.2263,Direct Mailer,Web,Active,Mature,Employed,4,·Catavision Products,,1160148.995,Mumbai,400052,Maharashtra,India,5695,"4,00,000PA to 5,00,000PA"
Corporate,Varsha,Shyam,Chandanani,Male,08-Sep-77,28,Married,222881.6197,Direct Mailer,Web,Active,Attrition,Unemployed,6,·Century Proteins,,1450394.802,Mumbai,400007,Maharashtra,India,5696,"2,00,000PA to 3,00,000PA"
NRI,Anand,Damodar,Kadkol,Male,25-Aug-65,40,Single,118006.6351,Direct Mailer,Web,Inactive,Acquired,Self Employed,9,Premier Explosives Limited,Public,1425351.634,Mysore,130010,Karnataka,India,5697,"1,00,000PA to 2,00,000PA"
Corporate,Kedar,Manhar,Bhagat,Male,07-Jun-71,34,Single,478156.6026,Direct Mailer,Web,Dormant,Prospect,Employed,1,Enbee Trade & Finance Limited,,1059458.763,Pune,200098,Maharashtra,India,5698,"4,00,000PA to 5,00,000PA"
Individual,Aruna,Manhar,Bhagat,Male,20-Apr-70,35,Single,409467.4887,Direct Mailer,Web,Active,Mature,Employed,2,Alpic Finance Limited,,1193641.408,Ahmedabad,215008,Gujarat,India,5699,"4,00,000PA to 5,00,000PA"
NRI,Rajul,,Mehta,Female,16-Oct-79,26,Married,360180.6878,Email,SMS,Inactive,Acquired,Unemployed,9,Enrich Industries Limited,,1235472.694,Pune,200097,Maharashtra,India,5700,"3,00,000PA to 4,00,000PA"
Individual,Kamala,Sitaram,Somani,Male,22-Jan-77,28,Single,489485.9031,Direct Mailer,Web,Active,Mature,Employed,7,Seagull Leafin Limited,,1275127.262,Ahmedabad,215008,Gujarat,India,5701,"4,00,000PA to 5,00,000PA"
Corporate,Padmaben,Dhirajlal,Mehta,Male,28-Oct-67,38,Single,158417.7766,Direct Mailer,Web,Active,Mature,Employed,9,Integra Hindustan Control Limited,,1438234.18,Ahmedabad,215001,Gujarat,India,5702,"1,00,000PA to 2,00,000PA"
NRI,Annu,,Anand,Male,08-Jan-76,29,Single,138514.3887,Direct Mailer,Web,Inactive,Acquired,Employed,2,Mercury Fund Management Company Limited,,1485862.417,Baroda,213050,Gujarat,India,5703,"1,00,000PA to 2,00,000PA"
Corporate,Tehmurasp,Darabsha,Khamb,Male,21-Sep-77,28,Married,186665.3298,Direct Mailer,Web,Active,Attrition,Unemployed,3,Fidelity Finance Limited,,1071405.722,Mangalore,130040,Karnataka,India,5704,"1,00,000PA to 2,00,000PA"
Individual,Sheila,Rasesh,Shah,Female,24-Oct-73,32,Single,284562.2904,Direct Mailer,Web,Dormant,Prospect,Employed,1,Mewar Industries Limited,,1349507.804,Mangalore,130009,Karnataka,India,5705,"2,00,000PA to 3,00,000PA"
NRI,Kanchan,Mohanlal,Shroff,Male,16-Mar-74,31,Single,228830.1076,SMS,Telephone,Inactive,Acquired,Self Employed,9,Eldeco Housing & Industries Limited,Private,1460122.306,Mumbai,400001,Maharashtra,India,5706,"2,00,000PA to 3,00,000PA"
Individual,Rita,Arun,Bajwala,Male,27-Jan-67,38,Single,248418.3888,Direct Mailer,Web,Active,Mature,Employed,2,Khyati Multimedia Entertainment Limited,,1206484.161,Pune,200009,Maharashtra,India,5707,"2,00,000PA to 3,00,000PA"
Corporate,Cawas,Jehangir,Master,Male,02-Sep-68,37,Married,144759.7998,Direct Mailer,Web,Active,Mature,Unemployed,3,Etiam Technologies Limited,,1456789.976,Baroda,213013,Gujarat,India,5708,"1,00,000PA to 2,00,000PA"
NRI,Prashant,Harishchandra,V,Male,08-Feb-78,27,Single,206188.2632,Direct Mailer,Web,Inactive,Acquired,Employed,6,Om Sindhoori Capital Investments Limited,,1341357.629,Bangalore,110007,Karnataka,India,5709,"2,00,000PA to 3,00,000PA"
Corporate,Piyush,,Deogirikar,Female,31-Dec-67,38,Single,191600.3462,Direct Mailer,Web,Active,Mature,Employed,8,Kunststoffe Industries Limited,,1492565.194,Mysore,110009,Karnataka,India,5710,"1,00,000PA to 2,00,000PA"
Individual,Anup,Deepak,Laiwala,Male,26-Apr-73,32,Single,236507.3601,Direct Mailer,Web,Active,Mature,Employed,4,Dot Com Global Limited,,1423875.153,Ahmedabad,215008,Gujarat,India,5711,"2,00,000PA to 3,00,000PA"
NRI,Chhaya,Hanumant,Dhavale,Male,01-Nov-79,26,Married,409519.1739,SMS,Telephone,Dormant,Attrition,Unemployed,8,Ambica Agarbathies & Aroma Industries Limited,,1216171.759,Mumbai,400052,Maharashtra,India,5712,"4,00,000PA to 5,00,000PA"
Individual,Delilah,,Misquitta,Male,19-Oct-66,39,Single,347685.4633,Direct Mailer,Web,Active,Mature,Employed,5,Standard Medical & Pharmaceuticals Limited,,1396999.399,Ahmedabad,215008,Gujarat,India,5713,"3,00,000PA to 4,00,000PA"
Corporate,Surendra,,Malhotra,Male,06-Apr-65,40,Single,140319.9103,Direct Mailer,Web,Active,Mature,Employed,2,Jindal Polyester Limited,,1485216.65,Ahmedabad,215001,Gujarat,India,5714,"1,00,000PA to 2,00,000PA"
NRI,Sushila,Gunvantlal,Dalal,Female,15-Apr-69,36,Single,337588.413,Direct Mailer,Web,Inactive,Acquired,Self Employed,8,·Blossom Breweries,Public,1195684.491,Pune,200097,Maharashtra,India,5715,"3,00,000PA to 4,00,000PA"
Corporate,Maulik,Shirish,Shah,Male,15-Dec-66,39,Married,424240.3924,Direct Mailer,Web,Active,Mature,Unemployed,8,Oasis Media Matrix Limited,,1486628.264,Baroda,213013,Gujarat,India,5716,"4,00,000PA to 5,00,000PA"
Individual,Vanguard,,Industries,Male,18-Jun-80,25,Single,205910.9118,Direct Mailer,Web,Active,Mature,Employed,1,NELCO Limited,,1221477.358,Ahmedabad,215008,Gujarat,India,5717,"2,00,000PA to 3,00,000PA"
NRI,Mala,Deepak,Chawathe,Male,14-Nov-71,34,Single,279298.7882,SMS,Telephone,Inactive,Acquired,Employed,9,Goyal Financials (India) Limited,,1129198.827,Surat,210012,Gujarat,India,5718,"2,00,000PA to 3,00,000PA"
